"PeriodeDeReference","Geo","Dguid","Infractions","Statistiques","UniteDeMesure","IdentificationDUniteDeMesure","FacteurScalaire","IdentificateurScalaire","Vecteur","Coordonnees","Valeur","Status","Symbole","Termine","Decimales"
"2005","Saskatchewan [47]","2016A000247","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53096257","30.80.14","65.70","","","","2"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44400700","31.80.1","845","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44366291","31.80.2","418.27","","","","2"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44377784","31.80.3","-12.18","","","","2"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44335678","31.80.4","489","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44362722","31.80.5","426","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44375277","31.80.6","63","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44343655","31.80.7","354","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44355657","31.80.8","203.51","","","","2"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44411673","31.80.9","330","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44328837","31.80.10","210.83","","","","2"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44416176","31.80.11","24","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44348317","31.80.12","137.75","","","","2"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53096411","31.80.13","10","","","","0"
"2005","Regina, Saskatchewan [47705]","2011S0503705","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53096412","31.80.14","57.40","","","","2"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44406422","32.80.1","1246","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44345454","32.80.2","506.26","","","","2"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44418044","32.80.3","-23.03","","","","2"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44411995","32.80.4","572","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44389142","32.80.5","470","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44390879","32.80.6","102","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44359982","32.80.7","378","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44351185","32.80.8","179.54","","","","2"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44334251","32.80.9","361","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44334593","32.80.10","190.96","","","","2"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44327674","32.80.11","17","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44393641","32.80.12","79.10","","","","2"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53090803","32.80.13","10","","","","0"
"2005","Saskatoon, Saskatchewan [47725]","2011S0503725","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53090804","32.80.14","46.53","","","","2"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44334612","33.80.1","13869","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44404556","33.80.2","417.46","","","","2"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44361125","33.80.3","-5.20","","","","2"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44337249","33.80.4","6311","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44387750","33.80.5","4956","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44382932","33.80.6","1355","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44350053","33.80.7","3756","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44342751","33.80.8","132.96","","","","2"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44353915","33.80.9","3575","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44358533","33.80.10","140.69","","","","2"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44403908","33.80.11","181","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44360508","33.80.12","63.79","","","","2"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53090846","33.80.13","165","","","","0"
"2005","Alberta [48]","2016A000248","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53090847","33.80.14","58.15","","","","2"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44329028","34.80.1","4209","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44395882","34.80.2","386.50","","","","2"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44345018","34.80.3","1.56","","","","2"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44341639","34.80.4","1989","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44363464","34.80.5","1788","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44368632","34.80.6","201","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44405929","34.80.7","1349","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44397741","34.80.8","144.86","","","","2"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44338031","34.80.9","1291","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44393765","34.80.10","152.92","","","","2"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44404981","34.80.11","58","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44417455","34.80.12","66.64","","","","2"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53090949","34.80.13","56","","","","0"
"2005","Calgary, Alberta [48825]","2011S0503825","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53090950","34.80.14","64.34","","","","2"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44393487","35.80.1","5706","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44392174","35.80.2","543.57","","","","2"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44362653","35.80.3","-9.62","","","","2"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44361031","35.80.4","2483","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44335526","35.80.5","1972","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44359017","35.80.6","511","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44327496","35.80.7","1392","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44337331","35.80.8","154.24","","","","2"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44387649","35.80.9","1325","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44383711","35.80.10","162.43","","","","2"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44409308","35.80.11","67","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44412016","35.80.12","77.21","","","","2"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53092015","35.80.13","44","","","","0"
"2005","Edmonton, Alberta [48835]","2011S0503835","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53092016","35.80.14","50.70","","","","2"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44374879","36.80.1","15297","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44349563","36.80.2","364.49","","","","2"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44367296","36.80.3","-1.95","","","","2"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44339662","36.80.4","3412","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44341231","36.80.5","2075","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44403129","36.80.6","1337","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44385363","36.80.7","1901","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44330871","36.80.8","51.89","","","","2"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44350877","36.80.9","1845","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44394701","36.80.10","55.29","","","","2"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44346834","36.80.11","56","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44417909","36.80.12","17.12","","","","2"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53092111","36.80.13","174","","","","0"
"2005","Colombie-Britannique [59]","2016A000259","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53092112","36.80.14","53.20","","","","2"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v52146420","48.80.1","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v52146426","48.80.2","","..","","","2"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v52146428","48.80.4","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v52146423","48.80.5","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v52146424","48.80.6","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v52146427","48.80.7","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v52146429","48.80.8","","..","","","2"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v52146421","48.80.9","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v52146422","48.80.10","","..","","","2"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v52146430","48.80.11","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v52146431","48.80.12","","..","","","2"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53093962","48.80.13","","..","","","0"
"2005","Kelowna, Colombie-Britannique [59915]","2011S0503915","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53093963","48.80.14","","..","","","2"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44355998","39.80.1","657","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44357188","39.80.2","407.81","","","","2"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44404901","39.80.3","3.74","","","","2"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44376754","39.80.4","94","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44329791","39.80.5","67","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44341335","39.80.6","27","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44367073","39.80.7","68","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44372211","39.80.8","50.05","","","","2"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44389512","39.80.9","68","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44413856","39.80.10","55.96","","","","2"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44348928","39.80.11","0","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44359034","39.80.12","0.00","","","","2"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53097976","39.80.13","2","","","","0"
"2005","Abbotsford-Mission, Colombie-Britannique [59932]","2011S0503932","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53097977","39.80.14","13.94","","","","2"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44341036","37.80.1","7544","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44404580","37.80.2","348.98","","","","2"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44366719","37.80.3","-0.35","","","","2"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44330443","37.80.4","1501","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44357752","37.80.5","936","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44360611","37.80.6","565","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44389025","37.80.7","952","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44344688","37.80.8","50.40","","","","2"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44410861","37.80.9","939","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44409316","37.80.10","54.38","","","","2"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44388394","37.80.11","13","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44340984","37.80.12","8.03","","","","2"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53098128","37.80.13","69","","","","0"
"2005","Vancouver, Colombie-Britannique [59933]","2011S0503933","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53098129","37.80.14","42.62","","","","2"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44356567","38.80.1","1141","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44381816","38.80.2","338.45","","","","2"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44364660","38.80.3","-8.57","","","","2"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44414528","38.80.4","341","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44410175","38.80.5","221","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44358183","38.80.6","120","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44398870","38.80.7","239","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44331281","38.80.8","79.46","","","","2"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44339915","38.80.9","226","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44360909","38.80.10","81.36","","","","2"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44349788","38.80.11","13","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44370939","38.80.12","56.55","","","","2"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53098307","38.80.13","13","","","","0"
"2005","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53098308","38.80.14","56.55","","","","2"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44413740","40.80.1","77","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44393044","40.80.2","241.35","","","","2"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44350955","40.80.3","-42.45","","","","2"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44393370","40.80.4","44","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44360712","40.80.5","14","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44328204","40.80.6","30","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44381126","40.80.7","15","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44340919","40.80.8","54.82","","","","2"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44407490","40.80.9","15","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44393923","40.80.10","61.25","","","","2"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44346390","40.80.11","0","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44417394","40.80.12","0.00","","","","2"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53093694","40.80.13","5","","","","0"
"2005","Yukon [60]","2016A000260","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53093695","40.80.14","173.91","","","","2"
"2005","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44367308","41.80.1","154","","","","0"
"2005","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44344433","41.80.2","354.85","","","","2"
"2005","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44373028","41.80.3","-12.70","","","","2"
"2005","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44363340","41.80.4","90","","","","0"
"2005","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44383175","41.80.5","57","","","","0"
"2005","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44403824","41.80.6","33","","","","0"
"2005","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44334471","41.80.7","37","","","","0"
