"PeriodeDeReference","Geo","Dguid","Infractions","Statistiques","UniteDeMesure","IdentificationDUniteDeMesure","FacteurScalaire","IdentificateurScalaire","Vecteur","Coordonnees","Valeur","Status","Symbole","Termine","Decimales"
"2011","Canada","2016A000011124","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53079987","1.80.13","844","","","","0"
"2011","Canada","2016A000011124","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53079988","1.80.14","33.92","","","","2"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44380207","2.80.1","1036","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44329500","2.80.2","197.33","","","","2"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44414176","2.80.3","-1.24","","","","2"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000150071","2.80.15","","..","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000150072","2.80.16","","..","","","2"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44353503","2.80.4","322","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44393327","2.80.5","249","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44387104","2.80.6","73","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44333179","2.80.7","291","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44403584","2.80.8","62.66","","","","2"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44371647","2.80.9","284","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44344723","2.80.10","66.04","","","","2"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44417038","2.80.11","7","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44333890","2.80.12","20.34","","","","2"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53081374","2.80.13","17","","","","0"
"2011","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53081375","2.80.14","49.39","","","","2"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44368761","3.80.1","559","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44332556","3.80.2","279.81","","","","2"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44403360","3.80.3","-11.81","","","","2"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000150679","3.80.15","","..","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000150680","3.80.16","","..","","","2"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44367508","3.80.4","180","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44362557","3.80.5","156","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44326875","3.80.6","24","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44353931","3.80.7","196","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44325881","3.80.8","112.12","","","","2"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44328887","3.80.9","192","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44378945","3.80.10","118.43","","","","2"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44368389","3.80.11","4","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44328421","3.80.12","31.52","","","","2"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53082325","3.80.13","5","","","","0"
"2011","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53082326","3.80.14","39.40","","","","2"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44393460","4.80.1","347","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44355654","4.80.2","241.03","","","","2"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44412942","4.80.3","2.24","","","","2"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000151287","4.80.15","","..","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000151288","4.80.16","","..","","","2"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44348993","4.80.4","137","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44397842","4.80.5","91","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44360754","4.80.6","46","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44350557","4.80.7","92","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44384248","4.80.8","73.03","","","","2"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44335442","4.80.9","89","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44389670","4.80.10","77.38","","","","2"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44382966","4.80.11","3","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44397393","4.80.12","27.37","","","","2"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53080856","4.80.13","4","","","","0"
"2011","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53080857","4.80.14","36.50","","","","2"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44362545","5.80.1","2311","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44401071","5.80.2","244.74","","","","2"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44352531","5.80.3","-3.77","","","","2"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000151895","5.80.15","","..","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000151896","5.80.16","","..","","","2"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44385865","5.80.4","670","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44339011","5.80.5","430","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44356463","5.80.6","240","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44385303","5.80.7","430","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44406502","5.80.8","51.40","","","","2"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44335730","5.80.9","407","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44349153","5.80.10","52.69","","","","2"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44328087","5.80.11","23","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44360877","5.80.12","35.88","","","","2"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53083034","5.80.13","38","","","","0"
"2011","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53083035","5.80.14","59.29","","","","2"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44332035","6.80.1","1159","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44374497","6.80.2","288.25","","","","2"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44391664","6.80.3","-15.71","","","","2"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000152503","6.80.15","","..","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000152504","6.80.16","","..","","","2"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44328979","6.80.4","317","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44385762","6.80.5","231","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44411960","6.80.6","86","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44345748","6.80.7","221","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44392594","6.80.8","62.27","","","","2"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44344064","6.80.9","213","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44338078","6.80.10","64.79","","","","2"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44404972","6.80.11","8","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44334749","6.80.12","30.56","","","","2"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53081785","6.80.13","10","","","","0"
"2011","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53081786","6.80.14","38.20","","","","2"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44344100","7.80.1","1530","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44417976","7.80.2","202.46","","","","2"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44347054","7.80.3","2.39","","","","2"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000153111","7.80.15","","..","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000153112","7.80.16","","..","","","2"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44399762","7.80.4","510","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44332794","7.80.5","311","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44369234","7.80.6","199","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44391147","7.80.7","306","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44332476","7.80.8","45.84","","","","2"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44372762","7.80.9","296","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44410046","7.80.10","48.05","","","","2"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44335210","7.80.11","10","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44380071","7.80.12","19.43","","","","2"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53081807","7.80.13","22","","","","0"
"2011","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53081808","7.80.14","42.74","","","","2"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v52121129","43.80.1","277","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v52121135","43.80.2","197.88","","","","2"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v52121134","43.80.3","-17.86","","","","2"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000174999","43.80.15","","..","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000175000","43.80.16","","..","","","2"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v52121137","43.80.4","106","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v52121132","43.80.5","66","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v52121133","43.80.6","40","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v52121136","43.80.7","70","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v52121138","43.80.8","57.09","","","","2"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v52121130","43.80.9","68","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v52121131","43.80.10","59.82","","","","2"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v52121139","43.80.11","2","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v52121140","43.80.12","22.34","","","","2"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53082766","43.80.13","2","","","","0"
"2011","Moncton, Nouveau-Brunswick [13305]","2011S0503305","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53082767","43.80.14","22.34","","","","2"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44356266","8.80.1","447","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44331154","8.80.2","303.95","","","","2"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44349010","8.80.3","0.94","","","","2"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000153719","8.80.15","","..","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000153720","8.80.16","","..","","","2"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44378471","8.80.4","163","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44365513","8.80.5","80","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44375438","8.80.6","83","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44353793","8.80.7","83","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44335763","8.80.8","64.60","","","","2"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44343082","8.80.9","82","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44413076","8.80.10","69.87","","","","2"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44356428","8.80.11","1","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44349321","8.80.12","8.98","","","","2"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53083804","8.80.13","8","","","","0"
"2011","Saint John, Nouveau-Brunswick [13310]","2011S0503310","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53083805","8.80.14","71.88","","","","2"
"2011","Québec [24]","2016A000224","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44364126","9.80.1","12656","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44362199","9.80.2","158.10","","","","2"
"2011","Québec [24]","2016A000224","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44372477","9.80.3","-3.03","","","","2"
"2011","Québec [24]","2016A000224","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000154327","9.80.15","","..","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000154328","9.80.16","","..","","","2"
"2011","Québec [24]","2016A000224","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44396493","9.80.4","4643","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44331408","9.80.5","3033","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44407183","9.80.6","1610","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44406077","9.80.7","2792","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44387583","9.80.8","39.76","","","","2"
"2011","Québec [24]","2016A000224","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44414768","9.80.9","2679","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44401990","9.80.10","41.31","","","","2"
"2011","Québec [24]","2016A000224","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44394313","9.80.11","113","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44391008","9.80.12","21.05","","","","2"
"2011","Québec [24]","2016A000224","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53084129","9.80.13","158","","","","0"
"2011","Québec [24]","2016A000224","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53084130","9.80.14","29.44","","","","2"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44345802","10.80.1","193","","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44372028","10.80.2","115.65","","","","2"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44384950","10.80.3","-31.04","","","","2"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000154935","10.80.15","","..","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000154936","10.80.16","","..","","","2"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44357693","10.80.4","103","","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44413889","10.80.5","71","","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44377868","10.80.6","32","","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44330554","10.80.7","69","","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44415447","10.80.8","46.42","","","","2"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44338812","10.80.9","67","","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44348576","10.80.10","48.51","","","","2"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44408745","10.80.11","2","","","","0"
"2011","Saguenay, Québec [24408]","2011S0503408","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44372079","10.80.12","18.96","","","","2"
